gene,log2fc,pval,padj,direction,cell_type,score
COX7B,-1.5211687,6.472573699765434e-84,7.775782941703277e-82,down,Myofiber,-19.409039
IGFBP6,-2.4996905,7.048566878489857e-84,8.405024415550347e-82,down,Myofiber,-19.404657
NDUFA1,-1.5385946,7.870241441290978e-84,9.315819611904571e-82,down,Myofiber,-19.39899
RPS11,-1.7561209,8.10850266308929e-84,9.52778655988404e-82,down,Myofiber,-19.397457
MZT2B,-1.7492764,1.2686405053160593e-83,1.479896728592603e-81,down,Myofiber,-19.374428
UQCRQ,-1.5724416,1.7871452662178165e-83,2.0697456471636263e-81,down,Myofiber,-19.35678
CAV2,-1.7979423,5.0679754001493735e-83,5.8274477136860415e-81,down,Myofiber,-19.303
ASB5,2.8628411,8.491377706175209e-83,9.694623993901315e-81,up,Myofiber,19.276316
RPL38,-1.7828879,9.656556276460584e-83,1.0947270629469187e-80,down,Myofiber,-19.26966
AXL,-1.9977605,9.7928953232417e-83,1.102419782612202e-80,down,Myofiber,-19.268936
RPL37,-1.7580228,1.132019775515043e-82,1.2655037740445251e-80,down,Myofiber,-19.261433
RERGL,-1.8926408,1.492550941621508e-82,1.657040348842968e-80,down,Myofiber,-19.247112
CKB,-1.8457357,3.681468583430397e-82,4.059197346305653e-80,down,Myofiber,-19.200274
SKP1,-1.3615489,7.5153377673843e-82,8.230061726486562e-80,down,Myofiber,-19.16317
FIS1,-1.6610094,9.892361054956347e-82,1.0759947855586979e-79,down,Myofiber,-19.148863
MT1E,-1.924909,1.2677680043322284e-81,1.369699955284578e-79,down,Myofiber,-19.135939
RPS21,-1.6097544,1.9160524604237118e-81,2.0563075005267284e-79,down,Myofiber,-19.1144
SELENOW,-1.5035092,4.012973171603554e-81,4.278201464667153e-79,down,Myofiber,-19.075792
CRIP2,-1.7530015,5.019737604341275e-81,5.3162984180714375e-79,down,Myofiber,-19.064085
LAPTM4A,-1.5002749,5.163647094096082e-81,5.432966726846975e-79,down,Myofiber,-19.062607
RABAC1,-1.6573584,5.234397008523977e-81,5.471644353455779e-79,down,Myofiber,-19.061895
NEB,2.7025158,5.391492646965578e-81,5.599499911667863e-79,up,Myofiber,19.060349
SOD3,-1.759247,6.486873938970856e-81,6.693954914714928e-79,down,Myofiber,-19.050669
ISYNA1,-1.8080866,1.0714532664999455e-80,1.0986149480328742e-78,down,Myofiber,-19.024382
COPS9,-1.7425979,1.2304966283667242e-80,1.253704729332122e-78,down,Myofiber,-19.017124
NDUFB4,-1.547129,2.346143576680845e-80,2.3753597042395127e-78,down,Myofiber,-18.983252
JUNB,-2.0068893,2.86364521892126e-80,2.881185045887153e-78,down,Myofiber,-18.972778
SEPTIN7,-1.5340974,2.884607236761663e-80,2.8842489004589597e-78,down,Myofiber,-18.972395
RPS29,-1.7615883,5.754787914136477e-80,5.718554064306729e-78,down,Myofiber,-18.936058
RPS7,-1.7895485,6.955324112501555e-80,6.8691292983466275e-78,down,Myofiber,-18.926077
RPL5,-1.6913754,9.171806146251952e-80,9.002910691607558e-78,down,Myofiber,-18.911495
SAP18,-1.5024345,1.5164741857392008e-79,1.4795273601230095e-77,down,Myofiber,-18.884962
RPL19,-1.858057,1.6485020478273986e-79,1.5986497569834616e-77,down,Myofiber,-18.880554
RPL27,-1.7428421,1.6661156320841704e-79,1.606055655406645e-77,down,Myofiber,-18.879992
CRIP1,-1.7611082,2.6579458011306732e-79,2.5468816372977137e-77,down,Myofiber,-18.855307
RPL7A,-1.7253867,4.5935805274731233e-79,4.3755893095421505e-77,down,Myofiber,-18.82635
CCNI,-1.5829678,5.034976722575638e-79,4.7678267811778014e-77,down,Myofiber,-18.82149
ILK,-1.7014906,6.708615692303882e-79,6.315514351737304e-77,down,Myofiber,-18.806278
SEC61G,-1.64836,7.327897226725335e-79,6.8584005555711876e-77,down,Myofiber,-18.801596
ATP5PF,-1.450373,1.2908203840213559e-78,1.2011344821951323e-76,down,Myofiber,-18.771544
PEBP1,-1.4816558,1.8192287160410496e-78,1.6831002224614264e-76,down,Myofiber,-18.753305
TINAGL1,-1.699547,2.2934852821343027e-78,2.1097443469598852e-76,down,Myofiber,-18.740984
ATP5MC3,-1.5282189,2.807417859907863e-78,2.567830267545272e-76,down,Myofiber,-18.730223
B2M,-1.6908654,4.05345139598868e-78,3.6865796933686877e-76,down,Myofiber,-18.710657
BCAM,-1.7133368,4.475951226524649e-78,4.047969822729991e-76,down,Myofiber,-18.705372
LDHB,-1.6100246,5.830800516341192e-78,5.243811548159804e-76,down,Myofiber,-18.69127
SORBS2,-1.6064403,7.946878145919073e-78,7.107158021833621e-76,down,Myofiber,-18.674746
C4orf3,-1.6194674,9.838518185335832e-78,8.750301975002001e-76,down,Myofiber,-18.66334
PLPP3,-1.7774227,1.0775382598452272e-77,9.530885113729928e-76,down,Myofiber,-18.65848
CLMN,-2.0711706,1.1252130535064934e-77,9.898185647730891e-76,down,Myofiber,-18.656166
RPL36,-1.7227038,1.7579908836876134e-77,1.5380509372610442e-75,down,Myofiber,-18.632301
GUCY1A1,-1.8296316,1.7856402266597694e-77,1.5537965604739983e-75,down,Myofiber,-18.631466
ATP5MG,-1.464592,2.335042385593595e-77,2.0209415227572955e-75,down,Myofiber,-18.617104
PPIA,-1.4575207,3.0404042903078758e-77,2.617349105100331e-75,down,Myofiber,-18.60296
EDF1,-1.4929607,3.658777947939693e-77,3.132925925847509e-75,down,Myofiber,-18.593035
UQCRH,-1.5130566,8.150601819368969e-77,6.942242755989509e-75,down,Myofiber,-18.55003
RPL23A,-2.0203166,8.202667697661225e-77,6.949818136681601e-75,down,Myofiber,-18.549688
NTRK2,-1.7040191,1.1213240091873212e-76,9.450824031359946e-75,down,Myofiber,-18.532875
RPLP2,-1.7878702,1.2452518876963158e-76,1.04406587959038e-74,down,Myofiber,-18.527235
NDUFA13,-1.6241316,1.4992999521491732e-76,1.2505559911760306e-74,down,Myofiber,-18.517239
BRK1,-1.5902128,2.0458634949191987e-76,1.697644873258209e-74,down,Myofiber,-18.500496
RPL35A,-1.9825451,7.199622729874262e-76,5.943565472077739e-74,down,Myofiber,-18.432558
RBPMS,-1.7131094,8.618741959758748e-76,7.078801432050832e-74,down,Myofiber,-18.422825
EIF1,-1.4606519,1.1123866902087944e-75,9.089949715218868e-74,down,Myofiber,-18.40901
EEF1A1,-2.4678133,1.1521652512824976e-75,9.367452633911943e-74,down,Myofiber,-18.407106
RPL35,-1.7830352,1.6220739464790758e-75,1.3121681603226213e-73,down,Myofiber,-18.388569
CAP1,-1.6562421,2.3678915841400286e-75,1.905915936074309e-73,down,Myofiber,-18.368046
FKBP5,-2.0012782,1.65038254976464e-140,2.6567858286111176e-136,down,Myofiber_TypeI,-25.235107
ANKRD2,-1.986524,5.314101505989358e-113,4.277320302170836e-109,down,Myofiber_TypeI,-22.590992
RRAD,-1.8320403,1.0017763426559368e-94,5.375531854691755e-91,down,Myofiber_TypeI,-20.64875
PPM1L,-1.4978534,9.512039606122055e-83,3.8281203394838215e-79,down,Myofiber_TypeI,-19.270441
FOXO1,-1.5564778,2.0714480111302616e-82,6.66923401663499e-79,down,Myofiber_TypeI,-19.230122
MYOM3,-1.8826491,1.3310875594072422e-80,3.5713079218896305e-77,down,Myofiber_TypeI,-19.013004
TXNIP,1.7043645,2.0562284050449874e-80,4.728737837773458e-77,up,Myofiber_TypeI,18.99018
ACACB,-1.7537727,2.622274889140295e-80,5.276672645672559e-77,down,Myofiber_TypeI,-18.977406
PPDPFL,2.4980123,3.774848080178511e-80,6.751944932745962e-77,up,Myofiber_TypeI,18.958252
LPIN1,-2.0149298,3.4572582537433035e-79,5.56549433687597e-76,down,Myofiber_TypeI,-18.841396
UGP2,-1.6047088,6.625570069593329e-78,9.696220634573946e-75,down,Myofiber_TypeI,-18.684452
VCL,-1.8033602,2.131904795457836e-77,2.8599502831066866e-74,down,Myofiber_TypeI,-18.621979
ANK1,-2.1705582,1.3510683501152888e-73,1.6730383307812242e-70,down,Myofiber_TypeI,-18.147203
CKMT2,-1.828259,1.9575766008857484e-72,2.2509334372184843e-69,down,Myofiber_TypeI,-17.999733
MYOM2,-2.7799144,1.1976702647813e-70,1.2853397281632911e-67,down,Myofiber_TypeI,-17.770432
CST3,-1.9627112,7.3773160691898686e-68,7.422502130113658e-65,down,Myofiber_TypeI,-17.406404
CSRP3,1.6717068,1.2303291316284353e-66,1.1650493153502678e-63,up,Myofiber_TypeI,17.244518
ACSL1,-1.4636585,2.8005535831467213e-66,2.504628421194218e-63,down,Myofiber_TypeI,-17.196915
FOXO3,-1.3879308,1.2026975644797857e-65,1.019001336473452e-62,down,Myofiber_TypeI,-17.112247
PPARGC1A,-2.0411558,1.7539385151121033e-61,1.4117451108137321e-58,down,Myofiber_TypeI,-16.544508
VEGFA,-1.7517799,1.0977029953378564e-56,8.414677532832766e-54,down,Myofiber_TypeI,-15.86554
LDB3,-1.2970763,8.786176498008518e-56,6.429084966588233e-53,down,Myofiber_TypeI,-15.734417
SLC38A1,-2.2816997,4.634691437922773e-54,3.243880989899166e-51,down,Myofiber_TypeI,-15.481374
SGCD,-1.1311288,5.7419656182498405e-53,3.851423438441081e-50,down,Myofiber_TypeI,-15.3186245
TOGARAM2,-2.3098528,5.909168007241249e-51,3.8050314632227833e-48,down,Myofiber_TypeI,-15.014402
KCNMA1,-1.5087042,5.971253046577172e-50,3.697124290146128e-47,down,Myofiber_TypeI,-14.860238
ABCC9,-1.6720998,1.1573837254215825e-49,6.900578967346902e-47,down,Myofiber_TypeI,-14.815837
ASPH,-1.1875398,2.1435476475329846e-48,1.2323867867852138e-45,down,Myofiber_TypeI,-14.618408
ZNF385B,-1.2847463,3.49199003000139e-47,1.9384157069987032e-44,down,Myofiber_TypeI,-14.427154
REV3L,-1.2753286,2.4688858069628512e-46,1.324804124016266e-43,down,Myofiber_TypeI,-14.291595
GBE1,-0.9313235,1.129665175536666e-44,5.866241934125564e-42,down,Myofiber_TypeI,-14.0228615
SLC19A2,-1.3574361,3.046375656963584e-44,1.5325173539312428e-41,down,Myofiber_TypeI,-13.952296
RORA,-0.9705391,3.474417871910102e-44,1.6948842091517823e-41,down,Myofiber_TypeI,-13.942918
PDE7A,-1.0142652,7.711446133545902e-43,3.6511429369947614e-40,down,Myofiber_TypeI,-13.719954
POR,-2.1581485,1.5217142503456956e-42,6.999016000590002e-40,down,Myofiber_TypeI,-13.670583
FOSL2,-1.8645837,2.362930751394123e-41,1.056623867665072e-38,down,Myofiber_TypeI,-13.469553
UBC,1.1602625,1.2187184317292734e-40,5.302413328102119e-38,up,Myofiber_TypeI,13.3478775
EGLN1,-1.3388587,1.463631850329321e-40,6.200406717526687e-38,down,Myofiber_TypeI,-13.334228
PALMD,-1.7536677,5.941919084032469e-40,2.452641369609094e-37,down,Myofiber_TypeI,-13.229324
BIN1,-1.0769112,1.4904914887395327e-39,5.9984829964322494e-37,down,Myofiber_TypeI,-13.160019
GADD45G,-1.5781748,1.0712729349293291e-38,4.206183343046912e-36,down,Myofiber_TypeI,-13.010153
GLUL,-1.2637873,1.2016015275986063e-38,4.6055669979243725e-36,down,Myofiber_TypeI,-13.001377
TPM3,0.7437351,1.7834284440610726e-38,6.676658393603522e-36,up,Myofiber_TypeI,12.971147
RASGEF1B,-0.9522912,3.5002748111596367e-37,1.280623270682905e-34,down,Myofiber_TypeI,-12.740968
ENTREP1,-2.8653688,3.590485510423304e-37,1.2844363499287634e-34,down,Myofiber_TypeI,-12.738982
MTUS1,-1.1898898,4.7034637658606096e-37,1.6460078196266104e-34,down,Myofiber_TypeI,-12.717897
CPED1,-0.98373264,5.0731574838111176e-37,1.7376104079657738e-34,down,Myofiber_TypeI,-12.711983
AKR1C1,-2.2937157,6.788707161697784e-37,2.2767626643543943e-34,down,Myofiber_TypeI,-12.689187
CASQ2,-1.2454754,4.097894026464482e-36,1.3462836334290865e-33,down,Myofiber_TypeI,-12.54759
SRL,-1.1830713,1.3107826899347167e-34,4.220195948513813e-32,down,Myofiber_TypeI,-12.270108
PMP22,-2.188822,2.1111648786461465e-34,6.663829846361892e-32,down,Myofiber_TypeI,-12.231458
STON2,-1.6417516,4.165111435757507e-34,1.2894223825543143e-31,down,Myofiber_TypeI,-12.176145
WDPCP,-1.0556816,5.046043897118965e-34,1.5326644274683226e-31,down,Myofiber_TypeI,-12.160481
USP13,1.056785,6.171430960443329e-34,1.8397721407632726e-31,up,Myofiber_TypeI,12.144025
PPP2R3B,-2.2043045,1.851215686495376e-33,5.418340022036829e-31,down,Myofiber_TypeI,-12.05384
PRKAG2,-2.8822496,2.606625365533952e-33,7.493116988279563e-31,down,Myofiber_TypeI,-12.025608
PTPRG,-1.2398803,4.8447223325483797e-33,1.3682515808660318e-30,down,Myofiber_TypeI,-11.974306
EGR1,2.225583,5.904282496242266e-33,1.6387437866294484e-30,up,Myofiber_TypeI,11.9578905
ZFP36L1,-1.8257121,1.6645994151149426e-32,4.5418171838170086e-30,down,Myofiber_TypeI,-11.871498
RCAN2,-1.1682923,1.8360050393701024e-32,4.926001520629985e-30,down,Myofiber_TypeI,-11.8632965
ANKRD28,-1.3592651,2.601820001278684e-32,6.866245636161352e-30,down,Myofiber_TypeI,-11.83408
SLC1A3,-1.3529398,4.143992709892343e-31,1.0759676555459183e-28,down,Myofiber_TypeI,-11.59952
EYA4,-0.85313255,4.608226731558549e-31,1.1775116495972939e-28,down,Myofiber_TypeI,-11.590428
HDAC4,-0.94467676,3.294778947208927e-30,8.287398670651456e-28,down,Myofiber_TypeI,-11.420724
CD99,-1.730621,7.068581172698718e-30,1.7506156879708304e-27,down,Myofiber_TypeI,-11.3541975
SSBP2,-1.0001671,2.126850081653352e-29,5.1875806991599466e-27,down,Myofiber_TypeI,-11.257509
TBC1D1,-2.3801463,2.376191509223875e-29,5.709243420221782e-27,down,Myofiber_TypeI,-11.247734
ST3GAL1,-1.5766035,7.780386869601263e-29,1.841892173924135e-26,down,Myofiber_TypeI,-11.1426115
FHIT,-1.0995481,1.298166720727074e-28,3.0286794014876006e-26,down,Myofiber_TypeI,-11.096937
AUTS2,-1.2044685,1.348412119576557e-28,3.100962614420488e-26,down,Myofiber_TypeI,-11.093542
CADM2,-1.2016097,2.976386332880815e-28,6.748431998128923e-26,down,Myofiber_TypeI,-11.022511
ARPP21,-0.9030703,9.741363861239176e-28,2.178006603308726e-25,down,Myofiber_TypeI,-10.915294
MYH9,2.903329,1.1141902953561687e-27,2.4570185444717267e-25,up,Myofiber_TypeI,10.903081
PDE4D,-0.57161015,1.1884870060496208e-27,2.5854410572144317e-25,down,Myofiber_TypeI,-10.897207
SOX6,-0.88445437,1.3984177016579892e-27,3.001563754838708e-25,down,Myofiber_TypeI,-10.882394
PPTC7,-1.2551581,3.8422883300040026e-27,8.138573360053217e-25,down,Myofiber_TypeI,-10.789895
MT2A,-1.065569,4.0951891704480146e-27,8.561604579983395e-25,down,Myofiber_TypeI,-10.784035
FSD2,-1.256083,5.813867072050435e-27,1.199892719562409e-24,down,Myofiber_TypeI,-10.751764
LIFR,-1.5885488,7.285136858849496e-27,1.4845080146045467e-24,down,Myofiber_TypeI,-10.73094
MYF6,0.7749125,1.2388102829116994e-26,2.4927959917890674e-24,up,Myofiber_TypeI,10.681774
ANO5,-1.1467386,1.4396006658230057e-26,2.861073026965277e-24,down,Myofiber_TypeI,-10.667823
ZFHX3,-0.90650946,2.483789967490688e-26,4.876103767885987e-24,down,Myofiber_TypeI,-10.617014
PRDX6,-1.1183919,3.2024208343817996e-26,6.211153083358821e-24,down,Myofiber_TypeI,-10.59326
NAMPT,-1.9377245,3.538294397320397e-26,6.780888477150447e-24,down,Myofiber_TypeI,-10.583922
DHCR24,-2.8483346,6.905795993609829e-26,1.3078765165309536e-23,down,Myofiber_TypeI,-10.521106
FMN1,-3.5145597,7.056948367422101e-26,1.32096226533443e-23,down,Myofiber_TypeI,-10.519066
FHOD3,-1.4374456,9.601500614322734e-26,1.776608699877786e-23,down,Myofiber_TypeI,-10.490013
ASB5,0.79609734,1.301871666809704e-25,2.3815375104889335e-23,up,Myofiber_TypeI,10.461206
PXN,-1.3897007,1.5672930760489283e-25,2.834863363846702e-23,down,Myofiber_TypeI,-10.443613
MKNK2,-1.2886397,1.5994997541872308e-25,2.8609718936562265e-23,down,Myofiber_TypeI,-10.441683
JPH2,-1.2586218,2.186437863287593e-25,3.86783260694546e-23,down,Myofiber_TypeI,-10.411972
ZBTB38,-1.2991936,3.1701560910556014e-25,5.547083994979682e-23,down,Myofiber_TypeI,-10.376553
BNC2,-1.3194252,5.467359710733234e-25,9.463823292836948e-23,down,Myofiber_TypeI,-10.324375
ANK3,-1.2760472,5.937098353980052e-25,1.0167596734294778e-22,down,Myofiber_TypeI,-10.316462
HIPK3,1.2530893,7.529864621027538e-25,1.2759553754663296e-22,up,Myofiber_TypeI,10.293611
BICC1,-1.1404747,8.831747427641274e-25,1.4809736467725962e-22,down,Myofiber_TypeI,-10.278249
NRAP,0.9856417,9.350542690776224e-25,1.5518044972795428e-22,up,Myofiber_TypeI,10.272745
AGL,-1.0692955,1.0387187647717181e-24,1.7062545587035834e-22,down,Myofiber_TypeI,-10.2626
PAM,0.6342005,1.308346713055418e-24,2.127451049168295e-22,up,Myofiber_TypeI,10.240296
HADHB,-0.91726357,1.8531672559824882e-24,2.9832286486806094e-22,down,Myofiber_TypeI,-10.206561
PPP1R27,0.6867075,2.579484156735357e-24,4.111340193576809e-22,up,Myofiber_TypeI,10.174414
MAP3K20,0.6098698,7.373324200119152e-24,1.1636840487599817e-21,up,Myofiber_TypeI,10.071647
SLMAP,0.75848895,7.587830673050805e-24,1.1859116327647753e-21,up,Myofiber_TypeI,10.068826
TBC1D8,-0.84704244,1.6484284111022452e-23,2.551576977108072e-21,down,Myofiber_TypeI,-9.992223
ATP2A2,-0.7512229,3.091587510935112e-23,4.73984530962223e-21,down,Myofiber_TypeI,-9.9297085
KANK1,-1.3138658,4.7659626869494667e-23,7.237968616463444e-21,down,Myofiber_TypeI,-9.886457
STAC3,-0.85023403,5.419848748471792e-23,8.154086462887749e-21,down,Myofiber_TypeI,-9.873573
USP54,-0.8042433,1.2368936475101014e-22,1.8436586979275568e-20,down,Myofiber_TypeI,-9.790495
EPS15L1,-1.0892457,1.4369601411527538e-22,2.1222187479153242e-20,down,Myofiber_TypeI,-9.775325
RERE,-0.71360165,2.4011069754874646e-22,3.513910917399746e-20,down,Myofiber_TypeI,-9.723202
CCSER2,1.0029236,3.5940337924593343e-22,5.212320359550483e-20,up,Myofiber_TypeI,9.682059
PHC2,-1.1634693,3.7594419896735623e-22,5.4035265312290175e-20,down,Myofiber_TypeI,-9.677459
PDLIM1,-1.0078616,5.284634492301512e-22,7.528499651068118e-20,down,Myofiber_TypeI,-9.642573
LINGO1,-0.7040838,5.521698695917278e-22,7.797219790076872e-20,down,Myofiber_TypeI,-9.638069
KAT6B,0.9827156,6.057630811404914e-22,8.4796296349562e-20,up,Myofiber_TypeI,9.628553
DIO2,-4.075196,1.0946019502321685e-21,1.5190432926584005e-19,down,Myofiber_TypeI,-9.567558
IFRD1,0.97152114,1.622288655137386e-21,2.232102800889029e-19,up,Myofiber_TypeI,9.526786
SMG1,-0.7801683,1.7232325724337817e-21,2.350898131443985e-19,down,Myofiber_TypeI,-9.5205145
PPP2R3A,1.1070355,1.7472364369282024e-21,2.3636144673672443e-19,up,Myofiber_TypeI,9.519077
MAT2A,-1.130363,1.8509860018603808e-21,2.483097721495701e-19,down,Myofiber_TypeI,-9.513081
PBX1,-0.81132364,4.1293074466242325e-21,5.4936852294013965e-19,down,Myofiber_TypeI,-9.4292755
GLRX,-1.2622229,5.195532139056741e-21,6.855547243814381e-19,down,Myofiber_TypeI,-9.405151
ZNF385D,-1.5987332,6.432268145888854e-21,8.418427041668195e-19,down,Myofiber_TypeI,-9.38267
SMAD3,-1.0797263,7.63009951062757e-21,9.905592090490537e-19,down,Myofiber_TypeI,-9.364653
ATP1A1,-1.8498764,7.891627364813882e-21,1.0163153385501909e-18,down,Myofiber_TypeI,-9.361093
CFLAR,-0.72058976,9.821328929286816e-21,1.2547916912988825e-18,down,Myofiber_TypeI,-9.3379545
DNAJA4,1.9432534,1.4834097470339027e-20,1.8752475416615445e-18,up,Myofiber_TypeI,9.294183
FHIP1A,0.76376635,1.491065258620187e-20,1.8752475416615445e-18,up,Myofiber_TypeI,9.293635
SORT1,-0.8937642,1.5088215055974972e-20,1.8828688834967832e-18,down,Myofiber_TypeI,-9.292376
HDAC9,1.4575906,2.2217316257880343e-20,2.7511873624565988e-18,up,Myofiber_TypeI,9.25111
RBM24,-0.72273207,2.3957828242391467e-20,2.944069611038304e-18,down,Myofiber_TypeI,-9.243046
RICTOR,0.7976852,2.8103456377004403e-20,3.422936603174972e-18,up,Myofiber_TypeI,9.225959
SSPN,-1.700693,2.8279945845587724e-20,3.422936603174972e-18,down,Myofiber_TypeI,-9.225288
SRSF5,0.8520946,2.8878654150575423e-20,3.4693177202683813e-18,up,Myofiber_TypeI,9.2230425
PSMD8,-1.0046446,3.721300985815852e-20,4.437444686641748e-18,down,Myofiber_TypeI,-9.195825
CLIC5,-0.89869463,4.5387635821705735e-20,5.37242765777808e-18,down,Myofiber_TypeI,-9.174452
RRAS2,1.5195311,4.5950493844236647e-20,5.399350729230084e-18,up,Myofiber_TypeI,9.173124
RUNX1,-1.0690982,4.678693696794218e-20,5.457797908042996e-18,down,Myofiber_TypeI,-9.17118
VWA8,-0.8134486,5.066383714182192e-20,5.867528419489563e-18,down,Myofiber_TypeI,-9.162596
STIM1,-0.89276075,9.19991907704628e-20,1.0578592664449357e-17,down,Myofiber_TypeI,-9.098013
PDLIM3,-0.57843274,9.597780418935012e-20,1.0957806325107505e-17,down,Myofiber_TypeI,-9.093413
RIC1,-1.0827345,1.209000564919475e-19,1.3705979643713881e-17,down,Myofiber_TypeI,-9.06829
CSNK1A1,0.8185671,1.2466286154891813e-19,1.4033725491010377e-17,up,Myofiber_TypeI,9.064949
RPS6KA2,-1.9605929,1.855905431384259e-19,2.0747476135016528e-17,down,Myofiber_TypeI,-9.021465
KHDRBS3,-1.5717305,2.759173117396128e-19,3.063253023713301e-17,down,Myofiber_TypeI,-8.977926
RAPGEF1,-1.4307969,3.2014121697701e-19,3.5298858293807585e-17,down,Myofiber_TypeI,-8.961552
RAB11FIP3,-1.44332,4.535012899713579e-19,4.9663018816047066e-17,down,Myofiber_TypeI,-8.923079
ABHD2,-0.8634161,4.571612084450998e-19,4.972554819965684e-17,down,Myofiber_TypeI,-8.922189
ANK2,-1.1806824,6.118390615582876e-19,6.610325646285443e-17,down,Myofiber_TypeI,-8.889864
PRKAA2,0.99671555,7.458217970875146e-19,8.003118540835227e-17,up,Myofiber_TypeI,8.867834
DGLUCY,-1.3459029,7.506962974693252e-19,8.003118540835227e-17,down,Myofiber_TypeI,-8.867108
RHOBTB3,-1.2142076,8.391623196729413e-19,8.88739146190461e-17,down,Myofiber_TypeI,-8.854691
PDLIM5,-0.5089108,9.261430270470599e-19,9.74447741791083e-17,down,Myofiber_TypeI,-8.843683
SLC2A4,-0.92717326,1.0272863105498106e-18,1.0738477290409644e-16,down,Myofiber_TypeI,-8.8321
CSDE1,0.7727149,1.1015069526519051e-18,1.144003801534862e-16,up,Myofiber_TypeI,8.824296
AFF1,-0.7311023,1.3336236144763554e-18,1.3761969837077155e-16,down,Myofiber_TypeI,-8.802869
CEBPD,-1.0694629,1.4688766694040409e-18,1.506113160768551e-16,down,Myofiber_TypeI,-8.792026
TNS1,-1.3844837,1.675168605625305e-18,1.706763557807352e-16,down,Myofiber_TypeI,-8.777252
FAM110B,-1.773787,2.302780062686188e-18,2.331456191768695e-16,down,Myofiber_TypeI,-8.741381
ATP1A2,-0.69471645,2.539566978065675e-18,2.555121825806326e-16,down,Myofiber_TypeI,-8.730318
CHD9,-0.77332,2.750691909496539e-18,2.7503502086382166e-16,down,Myofiber_TypeI,-8.721282
DPF3,-0.9033623,3.639799315819488e-18,3.616882060868031e-16,down,Myofiber_TypeI,-8.689518
HADHA,-0.99182016,3.782408859602556e-18,3.735534835698279e-16,down,Myofiber_TypeI,-8.68515
SLC26A3,-0.95500565,4.30948573052909e-18,4.2301281274425173e-16,down,Myofiber_TypeI,-8.670309
GTF2IRD1,-0.82289773,5.643070982071092e-18,5.505585252689726e-16,down,Myofiber_TypeI,-8.639559
JUN,0.95517987,6.351001589534167e-18,6.158941180019338e-16,up,Myofiber_TypeI,8.626045
COL19A1,-0.9381547,6.950235529771132e-18,6.699694105284771e-16,down,Myofiber_TypeI,-8.615722
KTN1,0.54906446,7.933376967965576e-18,7.601875144661301e-16,up,Myofiber_TypeI,8.600552
RHOB,-1.8130406,1.097756117052702e-17,1.0456614184801416e-15,down,Myofiber_TypeI,-8.563202
SLC25A12,-0.9835513,1.2143162343666144e-17,1.1498860435784564e-15,down,Myofiber_TypeI,-8.551564
FOCAD,-1.0371487,1.5242694426096768e-17,1.4349526015865836e-15,down,Myofiber_TypeI,-8.5252905
MYOM1,-0.6722452,1.6230380080657438e-17,1.5190503403396713e-15,down,Myofiber_TypeI,-8.518021
MAGI2,-1.3302917,1.7163199184068132e-17,1.5970704073128832e-15,down,Myofiber_TypeI,-8.511544
BABAM2,-0.81455594,1.840553008679605e-17,1.7028288697542697e-15,down,Myofiber_TypeI,-8.503439
UBE2E2,-0.6019284,1.990003091656583e-17,1.830575415399296e-15,down,Myofiber_TypeI,-8.494375
GAS2,-1.1163348,2.0121727373305602e-17,1.8404520866788267e-15,down,Myofiber_TypeI,-8.493089
PRRX1,-0.8462618,2.6854997726562776e-17,2.442439284758235e-15,down,Myofiber_TypeI,-8.45949
FOS,1.2330222,2.809955572741384e-17,2.541273303932068e-15,up,Myofiber_TypeI,8.454205
NR4A3,-2.2574964,3.74147163432468e-17,3.3648162217518818e-15,down,Myofiber_TypeI,-8.42073
PLIN2,-0.994118,3.918190267784613e-17,3.504168162822039e-15,down,Myofiber_TypeI,-8.415321
ESRRG,-0.88335514,4.12908122863637e-17,3.672372907104325e-15,down,Myofiber_TypeI,-8.409174
MLXIP,-0.79478633,5.709690124640755e-17,5.050252287168509e-15,down,Myofiber_TypeI,-8.371071
MAP3K7CL,2.5736794,6.350472767884773e-17,5.5863339135196215e-15,up,Myofiber_TypeI,8.35853
NFIA,-0.7242808,7.352556986050651e-17,6.432688171817575e-15,down,Myofiber_TypeI,-8.341224
MYBPC1,-0.5601486,9.141015728966492e-17,7.954166011075815e-15,down,Myofiber_TypeI,-8.315443
CNST,-1.2606803,1.3865169888490235e-16,1.2000080906715906e-14,down,Myofiber_TypeI,-8.265894
SLC22A5,-0.91932315,1.6908072244652378e-16,1.4555408930182566e-14,down,Myofiber_TypeI,-8.242194
GADD45B,-2.6043174,2.0329318124786223e-16,1.7407519317702585e-14,down,Myofiber_TypeI,-8.220124
SCN4A,-0.98746514,2.3634645639431227e-16,2.0130715635109203e-14,down,Myofiber_TypeI,-8.202038
ANKRD9,-1.8477724,2.597088278074356e-16,2.2004172158126832e-14,down,Myofiber_TypeI,-8.1907015
KLHL41,0.74056643,3.027369870744273e-16,2.5515497476042573e-14,up,Myofiber_TypeI,8.172232
SPEG,-1.1066754,3.6097939248231183e-16,3.0265865938438834e-14,down,Myofiber_TypeI,-8.150983
ATP11B,1.2487364,3.958975506401328e-16,3.3021548032149515e-14,up,Myofiber_TypeI,8.139811
FEZ2,-0.7105109,4.4180505554925912e-16,3.666071022799986e-14,down,Myofiber_TypeI,-8.126516
MYPN,0.39662564,4.497049910953158e-16,3.7124876649499453e-14,up,Myofiber_TypeI,8.124367
ACOT11,-1.7297657,5.1596785548392275e-16,4.237780886520504e-14,down,Myofiber_TypeI,-8.1076765
