gene,log2fc,pval,padj,direction,cell_type
BCAS4,-0.33337167,0.03305659444562552,0.7844792683505202,down,CD4
CALHM6,-1.2125885,0.030250070869800343,0.7844792683505202,down,CD4
HMGB2,0.631896,4.4086043084248947e-08,0.0005836992104354561,up,CD8
MRPL28,0.8145905,2.4421630942699704e-07,0.0009843445663560765,up,CD8
S100A10,0.4499292,3.832171621379623e-07,0.0009843445663560765,up,CD8
CCDC107,0.80531645,5.54861255060793e-07,0.0009843445663560765,up,CD8
CDKN2D,0.53264695,5.971445190683802e-07,0.0009843445663560765,up,CD8
ANXA1,0.8037205,6.425253283294295e-07,0.0009843445663560765,up,CD8
S100A4,0.8224757,6.912208323035731e-07,0.0009843445663560765,up,CD8
MYL12B,0.41125396,9.240192156374194e-07,0.0010957042251825914,up,CD8
IL10RA,0.64428514,9.930854004676054e-07,0.0010957042251825914,up,CD8
YWHAH,0.7705323,1.7555089609318244e-06,0.00119529182140454,up,CD8
ANXA5,0.75726914,2.0203029545338195e-06,0.00119529182140454,up,CD8
GUK1,0.38228598,1.8834399843054359e-06,0.00119529182140454,up,CD8
TBPL1,0.5985684,2.1666921233919156e-06,0.00119529182140454,up,CD8
TSPO,0.40403786,1.6359509491261992e-06,0.00119529182140454,up,CD8
BAX,0.42483974,1.2313982181691693e-06,0.00119529182140454,up,CD8
CHCHD2,0.32077396,2.0203029545338195e-06,0.00119529182140454,up,CD8
TMSB4X,0.2982415,2.1666921233919156e-06,0.00119529182140454,up,CD8
B2M,0.32997483,1.5242403472198934e-06,0.00119529182140454,up,CD8
PSMA3,0.43753982,2.3232391511382996e-06,0.0012303874544428435,up,CD8
SH3BGRL3,0.5209335,3.2833572173679544e-06,0.001258338481881194,up,CD8
ARF6,0.50589806,3.0650753344950588e-06,0.001258338481881194,up,CD8
OPTN,0.7184438,3.5165048209670828e-06,0.001258338481881194,up,CD8
SRI,0.44053265,3.5165048209670828e-06,0.001258338481881194,up,CD8
CLEC2B,0.6321228,3.5165048209670828e-06,0.001258338481881194,up,CD8
SUB1,0.3399846,3.5165048209670828e-06,0.001258338481881194,up,CD8
MAF,1.5317818,3.0650753344950588e-06,0.001258338481881194,up,CD8
HLA-DPB1,0.8186783,3.2833572173679544e-06,0.001258338481881194,up,CD8
OAZ1,0.3003455,3.5165048209670828e-06,0.001258338481881194,up,CD8
MYO6,1.7133423,4.617903664325977e-06,0.0014912449881872181,up,CD8
S100A11,0.7401786,4.617903664325977e-06,0.0014912449881872181,up,CD8
NDUFB10,0.37685618,4.9410436767364005e-06,0.0015576051971426177,up,CD8
SRGN,0.6918825,5.28577550707871e-06,0.0015905379025845936,up,CD8
NIBAN1,1.4296607,5.28577550707871e-06,0.0015905379025845936,up,CD8
MYL6,0.373883,5.653468141644556e-06,0.0016272156129429113,up,CD8
SSR4,0.23362195,5.653468141644556e-06,0.0016272156129429113,up,CD8
PRDX1,0.3410473,6.045572231947316e-06,0.001667570340645468,up,CD8
MYL12A,0.28411552,6.045572231947316e-06,0.001667570340645468,up,CD8
SELENOK,0.39229226,6.463624623567048e-06,0.001746497755429137,up,CD8
KLF6,0.72195935,6.909253114240342e-06,0.0017936962986772967,up,CD8
S100A6,0.59253424,7.384181451461653e-06,0.0018446521210821185,up,CD8
UBC,0.34548637,7.890234580244944e-06,0.001899394651680783,up,CD8
CASP1,0.64905894,7.890234580244944e-06,0.001899394651680783,up,CD8
CTSC,0.76205266,8.429344152086229e-06,0.001957973974975819,up,CD8
CD81,0.60928977,8.429344152086229e-06,0.001957973974975819,up,CD8
CCL5,0.8240776,9.615027737460664e-06,0.001989108863187175,up,CD8
CYBA,0.4716373,9.615027737460664e-06,0.001989108863187175,up,CD8
PPIB,0.3529448,9.003554306568358e-06,0.001989108863187175,up,CD8
IQGAP2,0.69162637,9.615027737460664e-06,0.001989108863187175,up,CD8
H3-3B,0.3334192,9.003554306568358e-06,0.001989108863187175,up,CD8
